image,gt_lat,gt_lon,plonk_lat,plonk_lon,fractus_lat,fractus_lon,plonk_error_km,fractus_error_km
3623862811267602.jpg,41.254807258953,-3.8760321883083,45.35298538208008,11.857354164123535,41.36005783081055,-4.173404216766357,1349.5184576741865,27.457713015585465
1747961422073543.jpg,41.44567860665,-5.0900649360012,37.18270492553711,-3.8436481952667236,41.3629035949707,-5.16909122467041,485.9812813898287,11.320700861770293
1321153734948549.jpg,41.33632317765,-5.1889973137066,36.764339447021484,-6.225360870361328,41.405513763427734,-4.327648162841797,516.1859751772395,72.28630359235808
1184962648605626.jpg,41.527901085441,-4.6970064969933,37.94987487792969,-0.7250012159347534,41.43798065185547,-4.716475009918213,522.9755736799079,10.129365528626547
686774752615189.jpg,41.4126816,-4.3220900999978,48.71327209472656,2.378638505935669,41.31781768798828,-4.144632816314697,966.5941891394145,18.18201059175984
24610155511950635.jpg,41.543223582649,-5.327565096079,37.6173210144043,-4.347888946533203,41.49129104614258,-5.256778240203857,444.53157614042857,8.251090015210206
548526189620102.jpg,41.02298364194,-3.9597540107518,40.295894622802734,-7.540704250335693,41.46749496459961,-5.1878662109375,312.6665810338343,113.95444169549445
983081222497422.jpg,41.285469287508,-4.6866026192702,40.366943359375,-3.2839767932891846,41.288272857666016,-4.447046279907227,156.07252447046412,20.018209634711795
2899935216828416.jpg,41.405512763451,-4.3276479804245,48.52040100097656,2.3356661796569824,41.442447662353516,-4.412326812744141,948.2493296844513,8.167955748426687
606367400319899.jpg,41.044031819554,-5.3970096244489,40.80157470703125,-8.615872383117676,41.41041564941406,-4.96380615234375,271.7673345122815,54.518396742633726
529149251433749.jpg,41.654816243536,-5.1922279856213,36.76969909667969,-4.8314290046691895,41.52204895019531,-5.210026264190674,544.0873079877877,14.837070653749542
1894388454053150.jpg,41.414029448941,-5.1273771715071,42.857582092285156,11.894336700439453,41.484031677246094,-5.22307825088501,1410.2682044958033,11.144941408376168
822579758385753.jpg,41.266484635461,-5.2660984518947,37.31676483154297,-6.889378547668457,41.364219665527344,-5.238765239715576,460.84464990191594,11.104805993769258
187755889838914.jpg,41.446452015762,-4.6649223109057,43.608245849609375,4.818132400512695,41.32899856567383,-4.692175388336182,812.8814927928232,13.256645822369931
453997060432612.jpg,41.416089010467,-4.3472400501635,37.45999526977539,-7.564149856567383,41.35512924194336,-4.587231159210205,519.354385948208,21.138038588333252
1003926544447709.jpg,41.123211546834,-4.2636915840345,43.5853271484375,-5.86508846282959,41.2050666809082,-4.134159564971924,303.7414241031739,14.15694011847786
1953087545459201.jpg,41.525079544456,-5.2433154306886,38.0255241394043,12.712000846862793,41.484031677246094,-5.22307825088501,1579.8143320835989,4.865489212594689
4456149714443684.jpg,41.549351599233,-5.4538539266105,38.27946472167969,-80.06702423095703,41.5333137512207,-5.179662227630615,6168.505625186434,22.889690941642524
1135161855149254.jpg,41.541952568571,-5.3740079244642,-32.818973541259766,18.235336303710938,41.484031677246094,-5.22307825088501,8614.424304518338,14.121167502021454
1481026925581866.jpg,41.306713872166,-5.2282113393939,41.33182907104492,2.119521379470825,41.3540153503418,-5.248082160949707,613.4472586801858,5.515172504562248
133640698802761.jpg,41.10066420958,-5.3004979409722,-33.08399200439453,138.35618591308594,41.189353942871094,-5.255387783050537,16696.940292803734,10.560493592975142
1522978498859446.jpg,41.244110442186,-3.7098879422132,41.786014556884766,1.152535319328308,41.40970993041992,-5.131500720977783,409.25067888434876,120.1261393241591
1109927074409648.jpg,41.118638827954,-3.9039518115216,38.62438201904297,-7.998507022857666,41.305259704589844,-4.189043045043945,446.0303729377468,31.612148902639234
413424230044807.jpg,41.000934536671,-4.3192612784394,41.36473846435547,-6.205387592315674,41.01174545288086,-4.555572032928467,162.94112476381275,19.865660403801364
921399348640391.jpg,41.30569839063,-4.400117741724,38.10085678100586,-122.97484588623047,41.379764556884766,-4.499080657958984,9211.938284163432,11.66543917422051
1007806194406968.jpg,41.037894086539,-3.9191730763521,40.061248779296875,0.026043612509965897,41.30671310424805,-5.228211402893066,350.53986996999873,113.56955808187298
1146750869163884.jpg,41.10198406858,-5.2997400601084,-31.274682998657227,143.4803009033203,41.405513763427734,-4.327648162841797,17027.625670492987,87.99248693046198
5125111340849273.jpg,41.094096872032,-4.7466813948346,45.55994415283203,10.045756340026855,41.224483489990234,-4.4670729637146,1293.0148403981882,27.534168136986587
1327955221796017.jpg,41.191100939326,-4.0583185017939,44.38022232055664,12.187604904174805,41.35191345214844,-4.260315895080566,1369.7923786926888,24.591385370655914
737616343584995.jpg,41.54009967861,-4.6894408023595,38.47517395019531,-0.34170594811439514,41.47504806518555,-4.827375411987305,503.1305740404193,13.573766812653203
1708362939354529.jpg,41.525296234518,-5.0425661908671,40.72304153442383,17.703935623168945,41.52529525756836,-5.042566299438477,1901.8687152570765,0.0001090071941264388
705668152462516.jpg,41.096045938487,-4.7480915965072,40.70033264160156,17.365434646606445,41.33504867553711,-4.837521076202393,1854.1548803121157,27.608565014121663
1893131397802142.jpg,41.287638603557,-3.9959593344786,39.981815338134766,-0.29514971375465393,41.288997650146484,-4.216831684112549,344.3517404418086,18.454878806485834
