filename,lat_gt,lon_gt,lat_plonk,lon_plonk,err_plonk_km,lat_fractus,lon_fractus,err_fractus_km,plonk_info,fractus_mode
686774752615189.jpg,41.4126816,-4.3220900999978,41.325955354433795,-4.93499023404468,52.04632571454361,41.289678434589,-4.327267901099,13.684154855241804,KDTree vote sur 5 voisins,top1
24610155511950635.jpg,41.543223582649,-5.327565096079,41.485071493770796,-5.24240281675184,9.596404962291945,41.525296234518,-5.0425661908671,23.805768173754853,KDTree vote sur 5 voisins,top1
548526189620102.jpg,41.02298364194,-3.9597540107518,41.176948130373596,-4.5255676298235805,50.407140813489015,41.10066420958,-5.3004979409722,112.7397070694139,KDTree vote sur 5 voisins,top1
983081222497422.jpg,41.285469287508,-4.6866026192702,41.1557906618972,-4.588464508966281,16.59210554514463,41.063171340779,-3.8877688720535,71.2829941183022,KDTree vote sur 5 voisins,top1
2899935216828416.jpg,41.405512763451,-4.3276479804245,41.3481219331628,-4.38096638326264,7.779216455529083,41.10066420958,-5.3004979409722,88.10808644409153,KDTree vote sur 5 voisins,top1
606367400319899.jpg,41.044031819554,-5.3970096244489,41.1408531345002,-5.06433291584362,29.885522520805864,41.289678434589,-4.327267901099,93.61756051939466,KDTree vote sur 5 voisins,top1
529149251433749.jpg,41.654816243536,-5.1922279856213,41.4803964142718,-5.075282001156721,21.698054618612176,41.4126816,-4.3220900999978,77.2694210027993,KDTree vote sur 5 voisins,top1
1894388454053150.jpg,41.414029448941,-5.1273771715071,41.4413983593128,-5.2393819984929,9.821561349183758,41.000934536671,-4.3192612784394,81.73134842533428,KDTree vote sur 5 voisins,top1
822579758385753.jpg,41.266484635461,-5.2660984518947,41.2836438604456,-5.1099764258836,13.18569062695537,41.4126816,-4.3220900999978,80.47019434028465,KDTree vote sur 5 voisins,top1
187755889838914.jpg,41.446452015762,-4.6649223109057,41.471762567695,-4.74791021738316,7.466352029909759,41.044031819554,-5.3970096244489,75.81945130649464,KDTree vote sur 5 voisins,top1
453997060432612.jpg,41.416089010467,-4.3472400501635,41.2984884267084,-4.71356787618146,33.253899683671484,41.10066420958,-5.3004979409722,87.05977387824598,KDTree vote sur 5 voisins,top1
1003926544447709.jpg,41.123211546834,-4.2636915840345,41.255270606816005,-4.37723519662306,17.49000900037561,41.287638603557,-3.9959593344786,28.91277433134136,KDTree vote sur 5 voisins,top1
1953087545459201.jpg,41.525079544456,-5.2433154306886,41.491401325312594,-5.23494036965066,3.8092293696121327,41.4126816,-4.3220900999978,77.76703139574533,KDTree vote sur 5 voisins,top1
4456149714443684.jpg,41.549351599233,-5.4538539266105,41.389219420980595,-4.97841516348418,43.43109100224639,41.63225982594,-5.1867421066522,24.050883165183826,KDTree vote sur 5 voisins,top1
1135161855149254.jpg,41.541952568571,-5.3740079244642,41.485071493770796,-5.24240281675184,12.652171346035157,41.289678434589,-4.327267901099,91.68190558098412,KDTree vote sur 5 voisins,top1
1481026925581866.jpg,41.306713872166,-5.2282113393939,41.4413983593128,-5.2393819984929,15.005209914707764,41.416089010467,-4.3472400501635,74.52290411076146,KDTree vote sur 5 voisins,top1
133640698802761.jpg,41.10066420958,-5.3004979409722,41.116631042462004,-4.66104027189366,53.60394365572457,41.204347259218,-4.1428281025284,97.60888324207008,KDTree vote sur 5 voisins,top1
1522978498859446.jpg,41.244110442186,-3.7098879422132,41.308817332463796,-4.283696708557939,48.48812880814969,41.4126816,-4.3220900999978,54.4471640125265,KDTree vote sur 5 voisins,top1
1109927074409648.jpg,41.118638827954,-3.9039518115216,41.1626545937778,-4.5285954499218395,52.536361399776034,41.10066420958,-5.3004979409722,117.01860712874802,KDTree vote sur 5 voisins,top1
413424230044807.jpg,41.000934536671,-4.3192612784394,41.33472532751939,-4.419445764756601,38.051419541600026,41.416089010467,-4.3472400501635,46.222366419805454,KDTree vote sur 5 voisins,top1
921399348640391.jpg,41.30569839063,-4.400117741724,41.1801806088436,-4.5197972580398,17.173342863987017,41.416089010467,-4.3472400501635,13.044081822267463,KDTree vote sur 5 voisins,top1
1007806194406968.jpg,41.037894086539,-3.9191730763521,41.2917605272682,-4.4001822563651,49.17442581875295,41.10066420958,-5.3004979409722,116.00761534298202,KDTree vote sur 5 voisins,top1
1146750869163884.jpg,41.10198406858,-5.2997400601084,41.2504797752694,-5.116856323699099,22.515165887517295,41.204347259218,-4.1428281025284,97.52767092937765,KDTree vote sur 5 voisins,top1
5125111340849273.jpg,41.094096872032,-4.7466813948346,41.2213632450686,-4.64120024090608,16.680630067072496,41.10066420958,-5.3004979409722,46.41314980043521,KDTree vote sur 5 voisins,top1
1327955221796017.jpg,41.191100939326,-4.0583185017939,41.1801806088436,-4.5197972580398,38.63700138246528,41.289678434589,-4.327267901099,25.01690664474612,KDTree vote sur 5 voisins,top1
737616343584995.jpg,41.54009967861,-4.6894408023595,41.340850284923405,-4.577221679153119,24.049281341589783,41.63225982594,-5.1867421066522,42.61068721269793,KDTree vote sur 5 voisins,top1
1708362939354529.jpg,41.525296234518,-5.0425661908671,41.4722778948926,-4.9032717797401,13.012716600507714,41.4126816,-4.3220900999978,61.32197263638082,KDTree vote sur 5 voisins,top1
705668152462516.jpg,41.096045938487,-4.7480915965072,41.247311027998606,-4.46223829419698,29.24670932184716,41.4126816,-4.3220900999978,50.07795040570215,KDTree vote sur 5 voisins,top1
1893131397802142.jpg,41.287638603557,-3.9959593344786,41.3657199977176,-4.24149755461794,22.26560385873003,41.4126816,-4.3220900999978,30.568155072738854,KDTree vote sur 5 voisins,top1
