filename,gt_lat,gt_lon,plonk,fractus
3866972600222697.jpg,30.142290459174,-15.872771451478,"{'lat': 41.313226582014, 'lon': -4.432454868206859, 'confidence': 0.01596907328040452, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4802, 4735, 4784, 4785, 4776]], 'distances': [[0.10370053317335048, 0.11687234853120158, 0.11687234853120158, 0.11687234853120158, 0.11687234853120158]], 'mean_score': 0.11423798545963137}"
2939954379584676.jpg,27.66458030185,68.089892110886,"{'lat': 41.447807809931, 'lon': -4.76318967825874, 'confidence': 0.020380072977757655, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4788, 4815, 4778, 4741, 4774]], 'distances': [[0.1925721735989904, 0.23059180152310854, 0.25024332188894394, 0.31732886702985774, 0.3321038431171909]], 'mean_score': 0.2645680014316183}"
2123947524700657.jpg,25.3600378,93.2223175,"{'lat': 41.179753390493794, 'lon': -4.229927363038139, 'confidence': 0.016886614494217626, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4742, 4736, 4780, 4741, 4774]], 'distances': [[0.37642939951933124, 0.5499136339765729, 0.6051777056200504, 0.6192798229669128, 0.668238623348298]], 'mean_score': 0.5638078370862332}"
2932017160386848.jpg,28.33054196228,69.77446411316,"{'lat': 41.2657461540432, 'lon': -4.866693274033859, 'confidence': 0.01711461180822579, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4814, 4797, 4774, 4815, 4788]], 'distances': [[0.20947682332781772, 0.3256836416112555, 0.42040565242689076, 0.6482019376370828, 0.9445852298148555]], 'mean_score': 0.5096706569635805}"
3960707230716735.jpg,24.982429202742,56.219600262123,"{'lat': 41.398004840249804, 'lon': -4.85507328085612, 'confidence': 0.019551379090599168, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4815, 4797, 4774, 4814, 4788]], 'distances': [[0.14699698266983974, 0.22516501129849573, 0.25204211742041627, 0.41418149655162073, 0.5273752307200815]], 'mean_score': 0.3131521677320908}"
2939882362952128.jpg,4.8729397222222,114.85076138889,"{'lat': 41.223502639500396, 'lon': -4.65318576911364, 'confidence': 0.016999067805893445, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4814, 4774, 4797, 4815, 4736]], 'distances': [[0.4274647458232546, 0.4502073818855225, 0.4820536193159432, 0.7231906940293502, 0.9337992945397001]], 'mean_score': 0.6033431471187541}"
3901480543271105.jpg,-12.456923322811,-41.613792263951,"{'lat': 41.2789142895282, 'lon': -4.28817238665938, 'confidence': 0.020370111685967463, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4774, 4815, 4736, 4741, 4788]], 'distances': [[0.24853294417874894, 0.4239771747493292, 0.43453037398169025, 0.4373630547384115, 0.46200944651556497]], 'mean_score': 0.401282598832749}"
1525546718078460.jpg,-34.929515884,-57.9858221704,"{'lat': 41.4413983593128, 'lon': -5.2393819984929, 'confidence': 0.02220942524361871, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4736, 4741, 4742, 4788, 4778]], 'distances': [[0.12696878602292425, 0.20657987138274925, 0.34610736631854194, 0.40178691174171194, 0.4156615179625857]], 'mean_score': 0.29942089068570266}"
1717708319017415.jpg,-53.030267122727,-70.834086752182,"{'lat': 41.419993224376, 'lon': -5.28639260233638, 'confidence': 0.0182093419629551, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4742, 4780, 4736, 4768, 4741]], 'distances': [[0.37754030601294364, 0.5504819523132989, 0.6060444373756201, 0.65291778158578, 0.6794167925664645]], 'mean_score': 0.5732802539708214}"
2665600753579693.jpg,-29.041222380655,167.96289049597,"{'lat': 41.491401325312594, 'lon': -5.23494036965066, 'confidence': 0.016317393467473868, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4774, 4799, 4775, 4814, 4797]], 'distances': [[0.7269261431724612, 0.7354664890737883, 0.742937455062839, 0.7646419043937966, 0.8146261155169557]], 'mean_score': 0.7569196214439682}"
953418825408665.jpg,0.0,-180.0,"{'lat': 41.4492964604652, 'lon': -5.005738077446599, 'confidence': 0.017761465430061206, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4815, 4797, 4774, 4814, 4788]], 'distances': [[0.17254789800472362, 0.1865790666101999, 0.20558147212627226, 0.3779325946043993, 0.5403063502556664]], 'mean_score': 0.2965894763202523}"
4167821653276424.jpg,26.345406201245,-81.807416351988,"{'lat': 41.3644251169022, 'lon': -4.6435594083423, 'confidence': 0.01743475301715095, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4788, 4778, 4802, 4735, 4784]], 'distances': [[0.10982777427219748, 0.15084162016458685, 0.18258032690344614, 0.19449565944080552, 0.19449565944080552]], 'mean_score': 0.16644820804436827}"
26318756461046973.jpg,37.511889386667,-44.841369906667,"{'lat': 41.4492964604652, 'lon': -5.005738077446599, 'confidence': 0.018103579150230927, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4774, 4815, 4797, 4814, 4788]], 'distances': [[0.07669375412029733, 0.3130047317755904, 0.3302235146973539, 0.46937786270924653, 0.4962858476547522]], 'mean_score': 0.3371171421914481}"
4011437942285924.jpg,-14.5836463997,132.16449462254,"{'lat': 41.4313197023812, 'lon': -5.26709026564104, 'confidence': 0.019463492548058566, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4774, 4814, 4797, 4815, 4788]], 'distances': [[0.2993363197284625, 0.3383014025763132, 0.3447165815616022, 0.5697156616476938, 0.8041353106095264]], 'mean_score': 0.4712410552247196}"
2085268421677876.jpg,7.068119219716,125.60922194027,"{'lat': 41.4492964604652, 'lon': -5.005738077446599, 'confidence': 0.01733029686245603, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4814, 4797, 4774, 4815, 4788]], 'distances': [[0.04066084123008552, 0.2228235174009578, 0.4190767416807494, 0.5806104077456729, 0.9233014833465178]], 'mean_score': 0.43729459828079664}"
1933760724043213.jpg,-25.5643344,18.4176136,"{'lat': 41.30027991683361, 'lon': -4.947796797818119, 'confidence': 0.01881684513395562, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4799, 4775, 4774, 4814, 4797]], 'distances': [[0.6889587083321551, 0.7108126286818447, 0.7131682721239123, 0.8172965760555125, 0.8390804901637972]], 'mean_score': 0.7538633350714443}"
1493967564614888.jpg,33.8448333,10.9882339,"{'lat': 41.247011485298195, 'lon': -4.44025360447422, 'confidence': 0.01660995315104103, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4814, 4774, 4797, 4815, 4799]], 'distances': [[0.552237893692245, 0.5538219527962904, 0.6087438714149219, 0.8313407245490022, 0.9466633201294344]], 'mean_score': 0.6985615525163789}"
1178433960983333.jpg,38.041619396467,-12.625897604052,"{'lat': 41.1806782608672, 'lon': -4.734466732887499, 'confidence': 0.017029951175366115, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4774, 4797, 4815, 4814, 4788]], 'distances': [[0.07377901913306895, 0.19092022029793146, 0.31067388200787105, 0.3313002785070878, 0.591556929281625]], 'mean_score': 0.29964606584551684}"
3057706504458112.jpg,24.21776,-110.300538,"{'lat': 41.3017786098616, 'lon': -4.46021963857292, 'confidence': 0.017252558208861537, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4774, 4797, 4814, 4815, 4788]], 'distances': [[0.15809716488784914, 0.21664494382840305, 0.29261713369903836, 0.4146253989269538, 0.6813408915290402]], 'mean_score': 0.3526651065742569}"
4260390470658290.jpg,-54.118861111111,-67.285436111111,"{'lat': 41.4492964604652, 'lon': -5.005738077446599, 'confidence': 0.020439685110399147, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4774, 4742, 4736, 4741, 4788]], 'distances': [[0.4705067605470398, 0.538668097396281, 0.5465731012014894, 0.5903019440208194, 0.687524819995977]], 'mean_score': 0.5667149446323213}"
2009288969490137.jpg,16.0237356,80.9224216,"{'lat': 41.190253356647204, 'lon': -4.2428298935182, 'confidence': 0.016188057793702127, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4742, 4736, 4741, 4780, 4788]], 'distances': [[0.13376223030032122, 0.34973780818828, 0.4379571507704926, 0.5465482674031558, 0.6391487102656943]], 'mean_score': 0.4214308333855888}"
1737566216803893.jpg,-35.206660250914,150.03553747325,"{'lat': 41.4221435669286, 'lon': -5.182593400800299, 'confidence': 0.019702730119062144, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4774, 4815, 4788, 4741, 4778]], 'distances': [[0.25012818322125996, 0.3013355061605528, 0.312985209839821, 0.34537192261062194, 0.36804795998970236]], 'mean_score': 0.3155737563643916}"
1468152061037254.jpg,-12.8382104,45.1310708,"{'lat': 41.419993224376, 'lon': -5.28639260233638, 'confidence': 0.016697483415963, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4788, 4778, 4741, 4736, 4802]], 'distances': [[0.06304315679579493, 0.09731894009182349, 0.16242922273590213, 0.24753265656391416, 0.27783620953670485]], 'mean_score': 0.16963203714482794}"
2854997011435386.jpg,4.7610980555555,115.18330638889,"{'lat': 41.201424335566, 'lon': -4.4591898914765995, 'confidence': 0.018581219833083418, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4797, 4815, 4774, 4814, 4788]], 'distances': [[0.17601120374946322, 0.20562112066073018, 0.2619233331731439, 0.3609433943709001, 0.5850030644871784]], 'mean_score': 0.31790042328828316}"
1195409587550635.jpg,0.0,-180.0,"{'lat': 41.4492964604652, 'lon': -5.005738077446599, 'confidence': 0.019304149347051533, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4742, 4736, 4741, 4774, 4788]], 'distances': [[0.409032370245293, 0.453856504336588, 0.5117717706842605, 0.5393841753766369, 0.6442202203961896]], 'mean_score': 0.5116530082077936}"
3154867414644095.jpg,-23.830764353626,150.24647898969,"{'lat': 41.4492964604652, 'lon': -5.0057380774466, 'confidence': 0.021010039234117022, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4742, 4736, 4741, 4780, 4768]], 'distances': [[0.16751646368884793, 0.42329095693460983, 0.5082307812006825, 0.512049969787048, 0.6384029557303815]], 'mean_score': 0.44989822546831393}"
3953374881444019.jpg,-31.986752,115.915998,"{'lat': 41.3453300944406, 'lon': -4.45098968807976, 'confidence': 0.017753976145577444, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4742, 4774, 4799, 4780, 4736]], 'distances': [[0.59761891124613, 0.6782759411919532, 0.735189403004062, 0.7385925748537772, 0.7443282938977842]], 'mean_score': 0.6988010248387413}"
2009419922542081.jpg,-20.9364561,14.9556087,"{'lat': 41.387060866917196, 'lon': -4.84179722034118, 'confidence': 0.01903789038499464, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4736, 4741, 4742, 4788, 4778]], 'distances': [[0.1694085045730143, 0.2561712652623515, 0.2865440993640397, 0.4585925080872263, 0.4696118995175578]], 'mean_score': 0.3280656553608379}"
1970032489827156.jpg,21.403283846928,39.426723589577,"{'lat': 41.3883818111156, 'lon': -4.7865430504308195, 'confidence': 0.01961405936491096, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4788, 4741, 4778, 4736, 4802]], 'distances': [[0.14396377607527794, 0.18263408554576765, 0.1910249845957863, 0.24467425671410922, 0.3503113208423905]], 'mean_score': 0.22252168475466633}"
2461653993999787.jpg,-2.227721,-80.921715,"{'lat': 41.4492964604652, 'lon': -5.005738077446599, 'confidence': 0.018226423429478535, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4788, 4778, 4741, 4815, 4736]], 'distances': [[0.19636481074739423, 0.252426653025164, 0.27267311379825643, 0.2866445246119078, 0.3265190792503063]], 'mean_score': 0.26692563628660576}"
3051280838461117.jpg,-3.7396557331085,-38.55574798584,"{'lat': 41.491401325312594, 'lon': -5.23494036965066, 'confidence': 0.017053540537331394, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4774, 4742, 4736, 4741, 4788]], 'distances': [[0.4826605275701995, 0.5210421777032563, 0.537035593420946, 0.58296050876683, 0.6854133873023245]], 'mean_score': 0.5618224389527112}"
2052194301921303.jpg,10.664638483792,49.067387731524,"{'lat': 41.4155300928948, 'lon': -5.282110902271699, 'confidence': 0.017349176221837986, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4778, 4788, 4741, 4802, 4784]], 'distances': [[0.033617267865455706, 0.04837411285434359, 0.18702588492156866, 0.23069158114088584, 0.24732658622854267]], 'mean_score': 0.1494070866021593}"
1590109231799964.jpg,-27.114968355892,-109.36849010202,"{'lat': 41.227327754371196, 'lon': -4.32106319153132, 'confidence': 0.015963379355514645, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4815, 4774, 4788, 4778, 4741]], 'distances': [[0.2495562951291386, 0.25919495067545933, 0.27266236854241965, 0.32975013637848416, 0.34435679749613646]], 'mean_score': 0.29110410964432765}"
2815899958709351.jpg,-12.835126550638,45.131167321982,"{'lat': 41.3408502849234, 'lon': -4.577221679153121, 'confidence': 0.0176945353017344, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4774, 4742, 4797, 4814, 4736]], 'distances': [[0.553984822237385, 0.6960443087358169, 0.7230352239804941, 0.7447858766186907, 0.7506254614238067]], 'mean_score': 0.6936951385992387}"
2760878817557230.jpg,32.2966551036,-64.8749579117,"{'lat': 41.2825520706214, 'lon': -4.56862157476674, 'confidence': 0.016869778541944352, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4802, 4735, 4784, 4785, 4776]], 'distances': [[0.09668865133260388, 0.0988373712100171, 0.0988373712100171, 0.0988373712100171, 0.0988373712100171]], 'mean_score': 0.09840762723453447}"
225652939333964.jpg,36.423837191559,-146.71266968411,"{'lat': 41.262047775433196, 'lon': -4.741869124535921, 'confidence': 0.01589423348493871, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4799, 4775, 4774, 4814, 4797]], 'distances': [[0.655945911742271, 0.6708985755264357, 0.7652114532917966, 0.8425786978420061, 0.8774265216726636]], 'mean_score': 0.7624122320150346}"
2832234223703540.jpg,32.48788,3.6492832999978,"{'lat': 41.2837415110768, 'lon': -4.419297505865539, 'confidence': 0.0159966398559168, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4814, 4774, 4797, 4815, 4736]], 'distances': [[0.4860166806361903, 0.5106386401010046, 0.5477357441644055, 0.7856117361282063, 0.9678712086700737]], 'mean_score': 0.6595748019399761}"
1585241925394941.jpg,6.8426225,158.3093588,"{'lat': 41.166142930875004, 'lon': -4.0484813191862, 'confidence': 0.018768265467034598, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4774, 4815, 4797, 4788, 4814]], 'distances': [[0.10173771677006344, 0.18481700145099447, 0.2950593374220287, 0.43572169912055614, 0.46971044238174214]], 'mean_score': 0.297409239429077}"
4312270932150879.jpg,-33.699374341012,121.66326906648,"{'lat': 41.419993224376, 'lon': -5.28639260233638, 'confidence': 0.019436310279215597, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4774, 4815, 4788, 4797, 4778]], 'distances': [[0.18023284798506914, 0.1847489470872131, 0.3447207812347777, 0.3882962754882188, 0.40242601866043926]], 'mean_score': 0.3000849740911436}"
302944471365233.jpg,-54.421828852333,3.3878028953624,"{'lat': 41.3530869154848, 'lon': -5.03647691619866, 'confidence': 0.016017775897996987, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4736, 4741, 4788, 4778, 4774]], 'distances': [[0.16015930288509503, 0.1601734130434471, 0.27234559177650475, 0.30369578165110483, 0.4639341662235214]], 'mean_score': 0.2720616511159346}"
3869944816454099.jpg,24.162909,-110.313301,"{'lat': 41.3117308501394, 'lon': -4.39002647590106, 'confidence': 0.017241313692655316, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4797, 4774, 4814, 4815, 4788]], 'distances': [[0.09950415733144632, 0.2690504290216481, 0.2778640154226841, 0.284920845720774, 0.6584939285897548]], 'mean_score': 0.3179666752172614}"
3747899218864334.jpg,-34.1787105,21.9498052,"{'lat': 41.1641301646902, 'lon': -4.8859901931509, 'confidence': 0.022202157645117074, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4774, 4797, 4815, 4814, 4788]], 'distances': [[0.0030660075948228524, 0.2584042590590228, 0.27862217867394906, 0.4078416177093492, 0.5220830502665951]], 'mean_score': 0.29400342266074775}"
1864511807674349.jpg,26.7962704,87.3265823,"{'lat': 41.1969612186668, 'lon': -4.40279258400168, 'confidence': 0.01662477302058371, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4774, 4742, 4736, 4741, 4788]], 'distances': [[0.4754539964664531, 0.5028651056444715, 0.5079250994902006, 0.5540644024844885, 0.658984154834613]], 'mean_score': 0.5398585517840454}"
1534263100786450.jpg,-34.9359228644,-58.518475517,"{'lat': 41.419993224376, 'lon': -5.28639260233638, 'confidence': 0.020013812248900423, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4815, 4774, 4797, 4788, 4778]], 'distances': [[0.05974655954064585, 0.21947086632934532, 0.3263396473837608, 0.39339925021621497, 0.44733633430031905]], 'mean_score': 0.2892585315540572}"
6350874658265995.jpg,34.3401424,8.9467096,"{'lat': 41.338479383075, 'lon': -4.46298681317246, 'confidence': 0.018244200193033626, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4741, 4788, 4778, 4736, 4802]], 'distances': [[0.10038825509348308, 0.1371089111180687, 0.15956757606479566, 0.1773943696473223, 0.35070751334911626]], 'mean_score': 0.1850333250545572}"
1858833721354509.jpg,15.1323222,23.310400477911,"{'lat': 41.492289413155405, 'lon': -5.0725202735315, 'confidence': 0.016127464241512915, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4742, 4736, 4741, 4774, 4780]], 'distances': [[0.32083846790849146, 0.41978660944508256, 0.48916815790288937, 0.6089026197085571, 0.6441278771162136]], 'mean_score': 0.4965647464162468}"
480103943414164.jpg,-18.9791705835,72.5262040835,"{'lat': 41.38086247427721, 'lon': -5.12730623272058, 'confidence': 0.016198871321592034, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4774, 4742, 4736, 4741, 4788]], 'distances': [[0.4674150486728866, 0.5215596756099257, 0.5234109984980798, 0.5677168298226946, 0.6677493375783755]], 'mean_score': 0.5495703780363924}"
2213124432151399.jpg,37.027611319848,-122.02449014476,"{'lat': 41.457201663759605, 'lon': -4.63242889318382, 'confidence': 0.020956767473880294, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4774, 4736, 4741, 4788, 4815]], 'distances': [[0.3511399076420183, 0.4388509040228454, 0.46491164089841586, 0.536086023585785, 0.5400853129980678]], 'mean_score': 0.4662147578294265}"
2530338327141215.jpg,-33.825633713453,121.85139497686,"{'lat': 41.491401325312594, 'lon': -5.23494036965066, 'confidence': 0.022258534844801794, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4774, 4815, 4797, 4788, 4741]], 'distances': [[0.17488341436282726, 0.355663676953252, 0.42979898773884034, 0.449449032790667, 0.4615869509488865]], 'mean_score': 0.37427641255889466}"
3056820951218332.jpg,-22.689737265436,114.29845424825,"{'lat': 41.491401325312594, 'lon': -5.23494036965066, 'confidence': 0.019631295842424224, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4774, 4736, 4741, 4815, 4797]], 'distances': [[0.3371456252559847, 0.5021401039443807, 0.5263729036097404, 0.5539143663428904, 0.5695008614586589]], 'mean_score': 0.49781477212233105}"
3773460712773223.jpg,5.847006,10.162373,"{'lat': 41.3168913213464, 'lon': -4.471544201293119, 'confidence': 0.019317007513129605, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4774, 4736, 4742, 4741, 4797]], 'distances': [[0.4359356502160296, 0.5461830541641406, 0.564389066655136, 0.5848831547112961, 0.6566277442342501]], 'mean_score': 0.5576037339961706}"
1622700127929450.jpg,-26.177766462778,-65.213028061944,"{'lat': 41.4492964604652, 'lon': -5.005738077446599, 'confidence': 0.021296417430006015, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4788, 4815, 4778, 4774, 4741]], 'distances': [[0.21418749767457765, 0.23555487256099297, 0.27189240951944554, 0.3102952564238591, 0.31992199991470327]], 'mean_score': 0.2703704072187157}"
1597830210795463.jpg,-0.2778793,36.101937,"{'lat': 41.419993224376, 'lon': -5.28639260233638, 'confidence': 0.016083265298660936, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4814, 4774, 4797, 4815, 4788]], 'distances': [[0.38304435541860965, 0.40178950535917096, 0.429345977857367, 0.6726051438542036, 0.8996661728666956]], 'mean_score': 0.5572902310712093}"
4092172581038888.jpg,-24.88232616443,-38.87206276531,"{'lat': 41.1307330989438, 'lon': -4.91540901555536, 'confidence': 0.019400551174305943, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4774, 4797, 4814, 4815, 4788]], 'distances': [[0.19916484670912085, 0.24477991396711588, 0.29060007726668846, 0.45983096429872233, 0.7194683217843784]], 'mean_score': 0.3827688248052052}"
1895109440924479.jpg,8.5614942,-82.4157736,"{'lat': 41.4101488013134, 'lon': -4.71087996062984, 'confidence': 0.018422078578333143, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4797, 4814, 4774, 4815, 4788]], 'distances': [[0.16289955167651093, 0.18701378706956678, 0.24155765863942624, 0.4563071331868711, 0.7619157731048309]], 'mean_score': 0.36193878073544117}"
3033700846861776.jpg,25.323084195296,68.235742917024,"{'lat': 41.315669786379395, 'lon': -4.774369843763621, 'confidence': 0.016420037105863105, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4814, 4797, 4774, 4815, 4788]], 'distances': [[0.1609396628016109, 0.28647380160905994, 0.4071111660356688, 0.6203725755210044, 0.9299489369620378]], 'mean_score': 0.4809692285858763}"
2135123446819467.jpg,-20.9235712229,55.5291107993,"{'lat': 41.2040800753388, 'lon': -4.382856194965001, 'confidence': 0.01585923487067275, 'info': 'KDTree vote sur 5 voisins'}","{'neighbors': [[4815, 4774, 4788, 4778, 4802]], 'distances': [[0.14260260768016114, 0.27069374612147795, 0.27215518688100204, 0.32826670703816113, 0.36856102921224493]], 'mean_score': 0.27645585538660944}"
